numero_boletim,datahora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
1959189,27/01/201508:05,19/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061425314.00,0079755128.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1960521,27/01/201508:02,19/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1509461,21/01/201508:29,19/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,25,PAMPULHA,PMMG,NÃOINFORMADO,0,0060543586.00,0080029875.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1964952,27/01/201510:11,19/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0060983102.00,0079625030.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1972240,27/01/201511:51,19/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,26,VENDANOVA,PMMG,NÃOINFORMADO,0,0060950237.00,0081005565.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2011494,27/01/201519:19,20/03/201500:00,H02002,CAPOTAMENTO/TOMBAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2012458,27/01/201520:40,20/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,POLICIACIVIL,NÃOINFORMADO,0,0061523512.00,0080403990.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2009861,27/01/201515:10,20/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,25,PAMPULHA,PMMG,NÃOINFORMADO,0,0060319511.00,0080261564.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2010199,27/01/201518:39,20/03/201500:00,H08002,CHOQUEMECANICOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0061295575.00,0079704546.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2010734,27/01/201518:34,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061433125.00,0079616240.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2013123,27/01/201518:03,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0060875105.00,0079832910.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
864084,12/01/201519:05,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,25,PAMPULHA,PMMG,NÃOINFORMADO,0,0060940702.00,0080399250.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
864435,12/01/201520:12,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0060182724.00,0079105517.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1973401,27/01/201513:37,20/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061398094.00,0080165249.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1976013,27/01/201510:50,20/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1978551,27/01/201513:26,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1981527,27/01/201515:01,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0060883134.00,0080901988.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1983673,27/01/201513:45,20/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0061133437.00,0079681046.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1990390,27/01/201514:45,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061634863.00,0080674390.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1991510,27/01/201513:56,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0060946595.00,0079786558.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1993456,27/01/201514:00,20/03/201500:00,H04000,QUEDADEPESSOADEVEICULO,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0060731790.00,0079603263.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2001432,27/01/201517:10,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061028348.00,0079937685.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2002688,27/01/201511:26,20/03/201500:00,H02002,CAPOTAMENTO/TOMBAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2008434,27/01/201517:44,20/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2009389,27/01/201519:50,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061421460.00,0079878723.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2009833,27/01/201518:48,20/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061056732.00,0079866616.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1998420,27/01/201517:29,20/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,25,PAMPULHA,PMMG,NÃOINFORMADO,0,0060961954.00,0080200642.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2010041,27/01/201518:30,20/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1985629,27/01/201514:24,20/03/201500:00,H08002,CHOQUEMECANICOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0060754996.00,0079651581.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2005939,27/01/201517:39,20/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061527152.00,0079984848.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1987208,27/01/201514:27,20/03/201500:00,H02002,CAPOTAMENTO/TOMBAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0060976313.00,0079636829.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1755751,24/01/201508:16,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0061150350.00,0080580714.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1762004,24/01/201512:16,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061074642.00,0079825134.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1772094,24/01/201515:57,23/03/201500:00,H02002,CAPOTAMENTO/TOMBAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0061004797.00,0080832431.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1772160,24/01/201514:29,23/03/201500:00,H07002,ATROPELAMENTODEANIMALCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0060799401.00,0079504942.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1779882,24/01/201519:45,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0060565192.00,0079229850.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1741262,24/01/201500:34,23/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1788961,24/01/201521:30,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0061402862.00,0080147111.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1794382,24/01/201520:05,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,18,BARREIRO,PMMG,NÃOINFORMADO,0,0060090585.00,0078809885.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1795099,24/01/201521:25,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,22,NOROESTE,PMMG,NÃOINFORMADO,0,0060938372.00,0079881879.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1832108,24/01/201517:40,23/03/201500:00,H04000,QUEDADEPESSOADEVEICULO,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061529005.00,0080557678.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1965000,18/01/201519:00,23/03/201500:00,H02002,CAPOTAMENTO/TOMBAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1992110,24/01/201517:30,23/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,18,BARREIRO,POLICIACIVIL,NÃOINFORMADO,0,0060157812.00,0079037741.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1765785,24/01/201510:41,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,26,VENDANOVA,PMMG,NÃOINFORMADO,0,0060784046.00,0080982846.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1763823,24/01/201512:54,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,18,BARREIRO,PMMG,NÃOINFORMADO,0,0060087935.00,0078877532.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1790224,24/01/201518:38,23/03/201500:00,H08002,CHOQUEMECANICOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0061296292.00,0079507155.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2192172,30/01/201509:12,23/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0061120286.00,0080512714.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2198640,30/01/201508:21,24/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061496046.00,0080283991.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2199750,30/01/201509:55,24/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0060981545.00,0080809239.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2204391,30/01/201510:36,24/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061217743.00,0079943445.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2213076,30/01/201511:00,24/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0061141308.00,0079509630.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2215887,30/01/201510:02,24/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,20,LESTE,PMMG,NÃOINFORMADO,0,0000000000.00,0000000000.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2257468,30/01/201517:23,24/03/201500:00,H09002,COLISAODEVEICULOSCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0060938715.00,0080436167.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2255729,30/01/201512:11,24/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061154178.00,0080160291.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2252530,30/01/201518:16,24/03/201500:00,H01002,ABALROAMENTOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,21,NORDESTE,PMMG,NÃOINFORMADO,0,0061044362.00,0079881054.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
2244170,30/01/201516:46,24/03/201500:00,H08002,CHOQUEMECANICOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,19,CENTRO-SUL,PMMG,NÃOINFORMADO,0,0061275832.00,0079593820.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1311925,18/01/201501:04,24/03/201500:00,H08002,CHOQUEMECANICOCOMVITIMA,0,NAOINFORMADO,0,NAOINFORMADO,24,OESTE,PMMG,NÃOINFORMADO,0,0060610054.00,0079397982.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
1311182,18/01/201521:14,24/03/201500:00,H06002,ATROPELAMENTODEPESSOASEMVITIMAFATAL,0,NAOINFORMADO,0,NAOINFORMADO,23,NORTE,PMMG,NÃOINFORMADO,0,0060940990.00,0080647307.00,SIM,NÃO,5,ACIDENTECOMVÍTIMANÃOFATAL,00/00/0000,0,NÃOINFORMADO
